,CD4.prot,CD8A.prot
384860,0.42934102,0.59181166
434743,0.34878835,0.69947314
538267,0.0,0.0
544641,0.4048629,0.64764327
575689,0.39771563,0.6439427
640175,0.0,0.0
759507,0.085080765,1.2309309
145324,1.1930563,0.09991903
274361,0.0,0.0
306837,0.0,0.0
331970,0.0,0.0
409437,0.0,0.0
456157,0.6896135,0.3748564
474081,0.3210467,0.73846513
524477,0.44908747,0.60008144
668770,0.61963224,0.42312413
860466,0.7431615,0.33192846
63143,0.0,0.0
74957,0.35918814,0.708792
226068,0.0,0.0
357735,0.7767396,0.30631733
392022,0.42427596,0.6058729
592275,0.0,0.0
756069,0.5215498,0.5215498
798280,0.90594816,0.16212742
204621,0.48058403,0.56718713
226773,0.0,0.0
553968,0.479849,0.5626601
595581,0.6144725,0.42858535
660348,0.4058303,0.6461279
774994,0.56965196,0.0
100115,0.8134304,0.27674663
178490,0.43368113,0.6090492
183351,0.0,0.0
191886,0.44908747,0.60008144
210013,0.0,0.42840007
312279,0.4320466,0.6196899
317949,0.6037768,0.44596884
348820,0.0,0.0
408157,0.0,0.0
628181,1.1371901,0.09274602
692802,0.5292976,0.5133907
830047,0.0,0.0
508265,0.4199337,0.6300689
619588,0.57755786,0.46709862
626733,1.1747208,0.0
700942,0.7300864,0.33487937
249593,0.5593585,0.48482856
306240,0.0,0.0
322429,0.48781502,0.5590951
418670,0.0,0.0
427389,1.0078197,0.17539191
471170,0.48216796,0.56465197
551455,0.58364433,0.46261892
621710,0.48241878,0.5538604
672523,0.0,0.42840007
836,0.5256337,0.5237124
35113,0.54298246,0.49767917
424095,0.48096713,0.56804115
474914,0.6131397,0.43603536
861132,0.4921677,0.55296755
879125,0.0,0.0
218102,0.0,0.0
298655,0.42312413,0.61963224
574138,0.93425727,0.21120138
605139,0.21348166,0.91385543
615203,0.0,0.0
2215,0.0,0.0
32300,0.79226714,0.29658458
150011,0.3207374,0.7145181
241800,0.0,0.0
254241,0.0,0.0
279494,0.6235413,0.42949104
330635,0.6470103,0.38991913
403359,0.0,0.0
577426,0.0,0.0
736206,0.0,0.0
196134,0.74858797,0.3166783
416104,0.41992575,0.64176476
422203,0.0,0.0
427795,0.54190874,0.49664
548885,0.5544541,0.49205014
587491,0.34036827,0.34036827
597967,1.2500794,0.08029789
621182,0.4041593,0.57153594
858094,0.4104979,0.627961
50899,0.0,0.0
191038,0.42840007,0.0
192382,0.0,0.0
228152,0.45235667,0.5834013
312403,0.47283328,0.56624854
565805,0.0,0.0
881337,0.47927952,0.5590639
87144,0.40565214,0.6452215
426462,0.3977982,0.6462673
538261,0.37963796,0.6721193
583055,0.4136925,0.643045
616460,0.36360782,0.68669903
255741,0.8608799,0.20142423
347137,0.4041593,0.57153594
356663,0.0,0.0
380368,0.0,0.0
396105,0.0,0.0
407215,0.35210884,0.6989942
410897,0.44233778,0.5982385
477410,0.6241296,0.41467047
506150,0.3689561,0.6873813
515379,0.0,0.0
523731,0.5747514,0.4668457
622045,0.41832164,0.63492656
765547,0.0,0.42840007
780235,0.5148196,0.4895897
153274,0.42886794,0.60392207
196851,0.40721923,0.63557637
208697,0.49997574,0.5438262
324307,0.0,0.0
382493,0.8773318,0.22430788
405452,0.4444395,0.5813534
437547,0.8367711,0.25009778
507094,0.0,0.0
606291,0.42840007,0.0
656762,0.0,0.0
672984,0.0,0.0
713078,1.245145,0.0
8670,0.38160354,0.6738949
20117,0.0,0.0
25867,0.0,0.0
78631,0.0,0.0
99738,0.43437988,0.606191
212411,0.0,0.0
351375,0.34987155,0.6628523
437668,0.3873068,0.6480403
466353,0.46342963,0.58253926
493561,0.0,0.0
51357,0.0,0.0
143150,0.0,0.42840007
169838,0.3124845,0.76084656
206432,0.0,0.0
232244,0.5924977,0.45796353
233745,0.6014819,0.45070946
257210,0.33594128,0.71484494
393212,0.0,0.0
467731,0.39125437,0.6429241
600373,0.0,0.0
795682,0.86733615,0.25277016
299621,0.42840007,0.0
369279,0.45068866,0.59474903
565218,0.0,0.42840007
738592,0.565836,0.48118022
240373,0.0,0.0
263460,0.47539824,0.56697094
304601,0.42952067,0.5880122
599383,0.6669301,0.3920928
633780,0.0,0.56965196
204759,0.0,0.0
414628,0.0,0.0
625447,0.67805016,0.38111162
315268,0.578196,0.4550592
567478,0.49829608,0.54262626
732400,0.0,0.0
863903,0.40486237,0.6411403
122129,0.42840007,0.0
452521,0.49914196,0.5452163
464867,0.0,0.0
581569,0.0,0.0
613016,0.0,0.0
561344,0.19197434,0.72257936
838379,0.0,0.0
839023,0.42840007,0.0
110823,0.0,0.0
461471,0.42840007,0.0
484389,0.44525096,0.60430807
736212,0.42840007,0.0
859634,0.0,0.0
